"Diagnosis (ICD-10)","Sex","Age group","Year","Incidence of psychiatric disorders"
"Mental retardation (F70-F79)","Men and women","25-34","2007",39
"Mental retardation (F70-F79)","Men and women","25-34","2008",54
"Mental retardation (F70-F79)","Men and women","25-34","2009",70
"Mental retardation (F70-F79)","Men and women","25-34","2010",88
"Mental retardation (F70-F79)","Men and women","25-34","2011",102
"Mental retardation (F70-F79)","Men and women","25-34","2012",74
"Mental retardation (F70-F79)","Men and women","25-34","2013",85
"Mental retardation (F70-F79)","Men and women","25-34","2014",68
"Mental retardation (F70-F79)","Men and women","25-34","2015",56
"Mental retardation (F70-F79)","Men and women","25-34","2016",56
"Mental retardation (F70-F79)","Men and women","25-34","2017",77
"Mental retardation (F70-F79)","Men and women","25-34","2018",59
"Mental retardation (F70-F79)","Men and women","25-34","2019",64
"Mental retardation (F70-F79)","Men and women","25-34","2020",82
"Mental retardation (F70-F79)","Men and women","25-34","2021",92
"Mental retardation (F70-F79)","Men and women","25-34","2022",124
"Mental retardation (F70-F79)","Men and women","25-34","2023",89
"Mental retardation (F70-F79)","Men and women","25-34","2024",81
"Mental retardation (F70-F79)","Men and women","35-44","1998",21
"Mental retardation (F70-F79)","Men and women","35-44","1999",30
"Mental retardation (F70-F79)","Men and women","35-44","2000",34
"Mental retardation (F70-F79)","Men and women","35-44","2001",52
"Mental retardation (F70-F79)","Men and women","35-44","2002",50
"Mental retardation (F70-F79)","Men and women","35-44","2003",33
"Mental retardation (F70-F79)","Men and women","35-44","2004",33
"Mental retardation (F70-F79)","Men and women","35-44","2005",26
"Mental retardation (F70-F79)","Men and women","35-44","2006",28
"Mental retardation (F70-F79)","Men and women","35-44","2007",29
"Mental retardation (F70-F79)","Men and women","35-44","2008",28
"Mental retardation (F70-F79)","Men and women","35-44","2009",33
"Mental retardation (F70-F79)","Men and women","35-44","2010",37
"Mental retardation (F70-F79)","Men and women","35-44","2011",63
"Mental retardation (F70-F79)","Men and women","35-44","2012",42
"Mental retardation (F70-F79)","Men and women","35-44","2013",58
"Mental retardation (F70-F79)","Men and women","35-44","2014",63
"Mental retardation (F70-F79)","Men and women","35-44","2015",59
"Mental retardation (F70-F79)","Men and women","35-44","2016",57
"Mental retardation (F70-F79)","Men and women","35-44","2017",46
"Mental retardation (F70-F79)","Men and women","35-44","2018",53
"Mental retardation (F70-F79)","Men and women","35-44","2019",65
"Mental retardation (F70-F79)","Men and women","35-44","2020",83
"Mental retardation (F70-F79)","Men and women","35-44","2021",73
"Mental retardation (F70-F79)","Men and women","35-44","2022",88
"Mental retardation (F70-F79)","Men and women","35-44","2023",72
"Mental retardation (F70-F79)","Men and women","35-44","2024",80
"Mental retardation (F70-F79)","Men and women","45-54","1998",23
"Mental retardation (F70-F79)","Men and women","45-54","1999",29
"Mental retardation (F70-F79)","Men and women","45-54","2000",31
"Mental retardation (F70-F79)","Men and women","45-54","2001",49
"Mental retardation (F70-F79)","Men and women","45-54","2002",32
"Mental retardation (F70-F79)","Men and women","45-54","2003",41
"Mental retardation (F70-F79)","Men and women","45-54","2004",34
"Mental retardation (F70-F79)","Men and women","45-54","2005",28
"Mental retardation (F70-F79)","Men and women","45-54","2006",15
"Mental retardation (F70-F79)","Men and women","45-54","2007",23
"Mental retardation (F70-F79)","Men and women","45-54","2008",18
"Mental retardation (F70-F79)","Men and women","45-54","2009",29
"Mental retardation (F70-F79)","Men and women","45-54","2010",43
"Mental retardation (F70-F79)","Men and women","45-54","2011",42
"Mental retardation (F70-F79)","Men and women","45-54","2012",28
"Mental retardation (F70-F79)","Men and women","45-54","2013",38
"Mental retardation (F70-F79)","Men and women","45-54","2014",34
"Mental retardation (F70-F79)","Men and women","45-54","2015",35
"Mental retardation (F70-F79)","Men and women","45-54","2016",37
"Mental retardation (F70-F79)","Men and women","45-54","2017",41
"Mental retardation (F70-F79)","Men and women","45-54","2018",49
"Mental retardation (F70-F79)","Men and women","45-54","2019",40
"Mental retardation (F70-F79)","Men and women","45-54","2020",54
"Mental retardation (F70-F79)","Men and women","45-54","2021",61
"Mental retardation (F70-F79)","Men and women","45-54","2022",75
"Mental retardation (F70-F79)","Men and women","45-54","2023",44
"Mental retardation (F70-F79)","Men and women","45-54","2024",61
"Mental retardation (F70-F79)","Men and women","55-64","1998",8
"Mental retardation (F70-F79)","Men and women","55-64","1999",9
"Mental retardation (F70-F79)","Men and women","55-64","2000",16
"Mental retardation (F70-F79)","Men and women","55-64","2001",26
"Mental retardation (F70-F79)","Men and women","55-64","2002",16
"Mental retardation (F70-F79)","Men and women","55-64","2003",11
"Mental retardation (F70-F79)","Men and women","55-64","2004",14
"Mental retardation (F70-F79)","Men and women","55-64","2005",8
"Mental retardation (F70-F79)","Men and women","55-64","2006",19
"Mental retardation (F70-F79)","Men and women","55-64","2007",8
"Mental retardation (F70-F79)","Men and women","55-64","2008",6
"Mental retardation (F70-F79)","Men and women","55-64","2009",11
"Mental retardation (F70-F79)","Men and women","55-64","2010",16
"Mental retardation (F70-F79)","Men and women","55-64","2011",24
"Mental retardation (F70-F79)","Men and women","55-64","2012",15
"Mental retardation (F70-F79)","Men and women","55-64","2013",10
"Mental retardation (F70-F79)","Men and women","55-64","2014",11
"Mental retardation (F70-F79)","Men and women","55-64","2015",16
"Mental retardation (F70-F79)","Men and women","55-64","2016",15
"Mental retardation (F70-F79)","Men and women","55-64","2017",21
"Mental retardation (F70-F79)","Men and women","55-64","2018",26
"Mental retardation (F70-F79)","Men and women","55-64","2019",33
"Mental retardation (F70-F79)","Men and women","55-64","2020",41
"Mental retardation (F70-F79)","Men and women","55-64","2021",65
"Mental retardation (F70-F79)","Men and women","55-64","2022",54
"Mental retardation (F70-F79)","Men and women","55-64","2023",28
"Mental retardation (F70-F79)","Men and women","55-64","2024",40
"Mental retardation (F70-F79)","Men and women","65-74","1998",0
"Mental retardation (F70-F79)","Men and women","65-74","1999",2
"Mental retardation (F70-F79)","Men and women","65-74","2000",6
"Mental retardation (F70-F79)","Men and women","65-74","2001",17
"Mental retardation (F70-F79)","Men and women","65-74","2002",4
"Mental retardation (F70-F79)","Men and women","65-74","2003",7
"Mental retardation (F70-F79)","Men and women","65-74","2004",3
"Mental retardation (F70-F79)","Men and women","65-74","2005",4
"Mental retardation (F70-F79)","Men and women","65-74","2006",3
"Mental retardation (F70-F79)","Men and women","65-74","2007",2
"Mental retardation (F70-F79)","Men and women","65-74","2008",3
"Mental retardation (F70-F79)","Men and women","65-74","2009",8
"Mental retardation (F70-F79)","Men and women","65-74","2010",2
"Mental retardation (F70-F79)","Men and women","65-74","2011",6
"Mental retardation (F70-F79)","Men and women","65-74","2012",1
"Mental retardation (F70-F79)","Men and women","65-74","2013",6
"Mental retardation (F70-F79)","Men and women","65-74","2014",4
"Mental retardation (F70-F79)","Men and women","65-74","2015",3
"Mental retardation (F70-F79)","Men and women","65-74","2016",6
"Mental retardation (F70-F79)","Men and women","65-74","2017",5
"Mental retardation (F70-F79)","Men and women","65-74","2018",14
"Mental retardation (F70-F79)","Men and women","65-74","2019",10
"Mental retardation (F70-F79)","Men and women","65-74","2020",19
"Mental retardation (F70-F79)","Men and women","65-74","2021",19
"Mental retardation (F70-F79)","Men and women","65-74","2022",14
"Mental retardation (F70-F79)","Men and women","65-74","2023",11
"Mental retardation (F70-F79)","Men and women","65-74","2024",8
"Mental retardation (F70-F79)","Men and women","75 and older","1998",0
"Mental retardation (F70-F79)","Men and women","75 and older","1999",3
"Mental retardation (F70-F79)","Men and women","75 and older","2000",2
"Mental retardation (F70-F79)","Men and women","75 and older","2001",2
"Mental retardation (F70-F79)","Men and women","75 and older","2002",0
"Mental retardation (F70-F79)","Men and women","75 and older","2003",1
"Mental retardation (F70-F79)","Men and women","75 and older","2004",2
"Mental retardation (F70-F79)","Men and women","75 and older","2005",4
"Mental retardation (F70-F79)","Men and women","75 and older","2006",1
"Mental retardation (F70-F79)","Men and women","75 and older","2007",0
"Mental retardation (F70-F79)","Men and women","75 and older","2008",0
"Mental retardation (F70-F79)","Men and women","75 and older","2009",0
"Mental retardation (F70-F79)","Men and women","75 and older","2010",0
"Mental retardation (F70-F79)","Men and women","75 and older","2011",1
"Mental retardation (F70-F79)","Men and women","75 and older","2012",1
"Mental retardation (F70-F79)","Men and women","75 and older","2013",1
"Mental retardation (F70-F79)","Men and women","75 and older","2014",0
"Mental retardation (F70-F79)","Men and women","75 and older","2015",0
"Mental retardation (F70-F79)","Men and women","75 and older","2016",1
"Mental retardation (F70-F79)","Men and women","75 and older","2017",3
"Mental retardation (F70-F79)","Men and women","75 and older","2018",2
"Mental retardation (F70-F79)","Men and women","75 and older","2019",2
"Mental retardation (F70-F79)","Men and women","75 and older","2020",2
"Mental retardation (F70-F79)","Men and women","75 and older","2021",4
"Mental retardation (F70-F79)","Men and women","75 and older","2022",5
"Mental retardation (F70-F79)","Men and women","75 and older","2023",0
"Mental retardation (F70-F79)","Men and women","75 and older","2024",2
"Mental retardation (F70-F79)","Men and women","75-84","1998",..
"Mental retardation (F70-F79)","Men and women","75-84","1999",..
"Mental retardation (F70-F79)","Men and women","75-84","2000",..
"Mental retardation (F70-F79)","Men and women","75-84","2001",..
"Mental retardation (F70-F79)","Men and women","75-84","2002",..
"Mental retardation (F70-F79)","Men and women","75-84","2003",..
"Mental retardation (F70-F79)","Men and women","75-84","2004",..
"Mental retardation (F70-F79)","Men and women","75-84","2005",..
"Mental retardation (F70-F79)","Men and women","75-84","2006",..
"Mental retardation (F70-F79)","Men and women","75-84","2007",..
"Mental retardation (F70-F79)","Men and women","75-84","2008",..
"Mental retardation (F70-F79)","Men and women","75-84","2009",..
"Mental retardation (F70-F79)","Men and women","75-84","2010",..
"Mental retardation (F70-F79)","Men and women","75-84","2011",1
"Mental retardation (F70-F79)","Men and women","75-84","2012",1
"Mental retardation (F70-F79)","Men and women","75-84","2013",1
"Mental retardation (F70-F79)","Men and women","75-84","2014",0
"Mental retardation (F70-F79)","Men and women","75-84","2015",0
"Mental retardation (F70-F79)","Men and women","75-84","2016",1
"Mental retardation (F70-F79)","Men and women","75-84","2017",3
"Mental retardation (F70-F79)","Men and women","75-84","2018",2
"Mental retardation (F70-F79)","Men and women","75-84","2019",2
"Mental retardation (F70-F79)","Men and women","75-84","2020",1
"Mental retardation (F70-F79)","Men and women","75-84","2021",4
"Mental retardation (F70-F79)","Men and women","75-84","2022",5
"Mental retardation (F70-F79)","Men and women","75-84","2023",0
"Mental retardation (F70-F79)","Men and women","75-84","2024",2
"Mental retardation (F70-F79)","Men and women","85 and older","1998",..
"Mental retardation (F70-F79)","Men and women","85 and older","1999",..
"Mental retardation (F70-F79)","Men and women","85 and older","2000",..
"Mental retardation (F70-F79)","Men and women","85 and older","2001",..
"Mental retardation (F70-F79)","Men and women","85 and older","2002",..
"Mental retardation (F70-F79)","Men and women","85 and older","2003",..
"Mental retardation (F70-F79)","Men and women","85 and older","2004",..
"Mental retardation (F70-F79)","Men and women","85 and older","2005",..
